id,sales
3000888,3.7579827
3000889,0.042273734
3000890,3.7979803
3000891,2424.953
3000892,0.0072927466
3000893,454.6018
3000894,13.0126705
3000895,735.9914
3000896,918.90137
3000897,149.49321
3000898,158.40321
3000899,117.68524
3000900,3099.2056
3000901,27.399206
3000902,1.6151769
3000903,20.40634
3000904,26.712496
3000905,0.09118745
3000906,189.0347
3000907,15.793161
3000908,19.651953
3000909,8.365035
3000910,92.93146
3000911,8.393253
3000912,318.44812
3000913,157.42207
3000914,6.134609
3000915,9.886263
3000916,321.15015
3000917,82.17851
3000918,3742.865
3000919,0.08586597
3000920,29.608967
3000921,1.6935124
3000922,0.9254621
3000923,1.2942958
3000924,1282.0885
3000925,0.0
3000926,83.787476
3000927,2.7355494
3000928,679.0331
3000929,288.17203
3000930,231.96643
3000931,32.602295
3000932,29.413633
3000933,2412.7588
3000934,1.3699706
3000935,0.18900047
3000936,7.103775
3000937,6.3278866
3000938,0.04521019
3000939,149.84251
3000940,4.2994127
3000941,0.0
3000942,1.0866802
3000943,7.1183558
3000944,0.63921845
3000945,145.29794
3000946,145.05942
3000947,0.75651336
3000948,2.5555208
3000949,123.025246
3000950,26.528433
3000951,214.3786
3000952,6.2091365
3000953,0.7096162
3000954,6.227329
3000955,0.40994588
3000956,4.912275
3000957,4547.358
3000958,0.002917245
3000959,655.59174
3000960,12.51477
3000961,1912.8302
3000962,664.41003
3000963,455.4734
3000964,144.87567
3000965,80.34356
3000966,6985.6743
3000967,22.219471
3000968,0.35338435
3000969,20.212315
3000970,16.871897
3000971,0.14757363
3000972,433.50534
3000973,9.934626
3000974,2.991192
3000975,10.113645
3000976,32.441162
3000977,3.2425547
3000978,672.2331
3000979,375.55304
3000980,1.6841366
3000981,12.726726
3000982,391.5758
3000983,100.56896
3000984,1230.3268
3000985,17.72385
3000986,9.034301
3000987,4.3495393
3000988,0.12123209
3000989,1.1703899
3000990,1644.5492
3000991,0.0
3000992,172.84665
3000993,7.9362364
3000994,716.81366
3000995,424.47754
3000996,218.85205
3000997,52.89289
3000998,37.232277
3000999,2778.7563
3001000,5.4584775
3001001,0.2776634
3001002,11.779532
3001003,15.440491
3001004,0.07471655
3001005,183.78897
3001006,4.653075
3001007,0.0
3001008,4.0340924
3001009,24.427227
3001010,1.3114944
3001011,141.35901
3001012,154.1558
3001013,1.1674595
3001014,5.3231745
3001015,138.05914
3001016,48.296246
3001017,305.07678
3001018,9.506284
3001019,5.7271924
3001020,3.2871141
3001021,0.0506336
3001022,2.2319512
3001023,1336.7786
3001024,0.0
3001025,105.072174
3001026,4.9882736
3001027,616.04443
3001028,280.33023
3001029,151.13667
3001030,39.630695
3001031,25.45244
3001032,2407.2449
3001033,5.146675
3001034,0.12984227
3001035,8.031538
3001036,8.174512
3001037,0.07097998
3001038,131.21242
3001039,1.0989478
3001040,0.010896132
3001041,1.8427992
3001042,19.344967
3001043,0.8693992
3001044,111.70893
3001045,156.64935
3001046,0.5242909
3001047,4.1837554
3001048,74.32885
3001049,32.216595
3001050,180.81897
3001051,8.1256895
3001052,0.51641464
3001053,2.9108238
3001054,0.034957055
3001055,1.3190634
3001056,1015.3016
3001057,0.0
3001058,132.33798
3001059,5.7172866
3001060,751.33044
3001061,373.9523
3001062,211.9648
3001063,27.939686
3001064,24.526436
3001065,2219.823
3001066,1.6212358
3001067,0.33986533
3001068,11.088986
3001069,13.9260435
3001070,0.055085838
3001071,177.49435
3001072,0.0044050994
3001073,0.048442226
3001074,2.0634599
3001075,11.703085
3001076,1.8951638
3001077,172.82011
3001078,208.08862
3001079,0.66694653
3001080,3.7521539
3001081,43.417866
3001082,66.522415
3001083,297.68015
3001084,4.8977246
3001085,2.984025
3001086,4.4062357
3001087,1.7029247
3001088,3.2852278
3001089,1742.9688
3001090,0.0
3001091,153.66606
3001092,3.2466807
3001093,893.1117
3001094,422.84827
3001095,270.2616
3001096,83.51965
3001097,55.68818
3001098,2748.1848
3001099,6.4335914
3001100,0.7621832
3001101,11.858403
3001102,17.297256
3001103,0.051437546
3001104,222.43053
3001105,7.7147093
3001106,0.0049269176
3001107,5.1204557
3001108,18.027884
3001109,2.0097828
3001110,150.30557
3001111,191.61357
3001112,0.9443588
3001113,4.5282903
3001114,121.152374
3001115,38.789482
3001116,638.9588
3001117,5.6737547
3001118,6.484406
3001119,3.355896
3001120,0.08046712
3001121,1.0303428
3001122,1270.006
3001123,0.0
3001124,122.90407
3001125,3.9590306
3001126,682.8487
3001127,228.28398
3001128,150.76367
3001129,73.91498
3001130,23.920038
3001131,1996.5603
3001132,3.699273
3001133,0.14016286
3001134,10.334595
3001135,7.9532137
3001136,0.044002715
3001137,147.085
3001138,0.0024803593
3001139,0.0
3001140,3.3850694
3001141,14.325556
3001142,0.9605125
3001143,49.89283
3001144,123.026306
3001145,0.9328635
3001146,2.5619385
3001147,60.72195
3001148,31.42704
3001149,487.17633
3001150,0.060701787
3001151,1.1080413
3001152,6.8747306
3001153,0.44270885
3001154,2.4310098
3001155,3162.7131
3001156,0.0
3001157,301.1084
3001158,4.379627
3001159,1126.6898
3001160,862.4251
3001161,444.97873
3001162,190.19849
3001163,87.3398
3001164,4202.9326
3001165,12.367337
3001166,0.44263196
3001167,22.898905
3001168,16.958237
3001169,0.036834877
3001170,272.8178
3001171,0.0114076985
3001172,0.016749527
3001173,3.8088489
3001174,23.575195
3001175,3.9819198
3001176,262.63434
3001177,234.93837
3001178,2.6839664
3001179,7.2222424
3001180,290.2436
3001181,69.3441
3001182,1246.0217
3001183,18.978031
3001184,13.878175
3001185,2.9090755
3001186,0.2252557
3001187,3.4050994
3001188,1911.699
3001189,0.0038332313
3001190,594.85565
3001191,6.3627763
3001192,558.69055
3001193,628.1467
3001194,173.33226
3001195,140.6591
3001196,44.79215
3001197,2637.6487
3001198,9.033717
3001199,0.27912012
3001200,21.49954
3001201,14.2041855
3001202,0.03806636
3001203,170.79015
3001204,6.0773134
3001205,2.5169709
3001206,4.0553503
3001207,41.61441
3001208,2.5405707
3001209,93.90311
3001210,144.17801
3001211,2.8246844
3001212,5.921077
3001213,157.72029
3001214,47.486687
3001215,1380.9802
3001216,57.442966
3001217,10.17682
3001218,6.276182
3001219,0.32112032
3001220,3.0774026
3001221,2367.9988
3001222,0.0
3001223,145.22778
3001224,6.4153733
3001225,860.1711
3001226,331.9883
3001227,272.9492
3001228,56.551598
3001229,44.19742
3001230,3109.7517
3001231,8.704856
3001232,0.720808
3001233,13.347858
3001234,9.893102
3001235,0.06798115
3001236,165.77472
3001237,5.219082
3001238,0.0
3001239,3.4238453
3001240,18.105991
3001241,2.5157132
3001242,109.85144
3001243,176.95334
3001244,1.7726586
3001245,4.925855
3001246,83.31955
3001247,33.050903
3001248,366.00922
3001249,9.34851
3001250,4.256801
3001251,5.3181977
3001252,0.11759771
3001253,6.9077606
3001254,3047.1416
3001255,0.0015805921
3001256,668.7711
3001257,10.031885
3001258,943.17474
3001259,984.0314
3001260,232.68805
3001261,151.69077
3001262,112.701195
3001263,4205.993
3001264,36.777653
3001265,0.7212355
3001266,15.8841095
3001267,33.80012
3001268,0.06703722
3001269,258.9278
3001270,21.133118
3001271,13.83296
3001272,5.248139
3001273,70.912476
3001274,11.675738
3001275,461.193
3001276,267.73972
3001277,9.082772
3001278,9.456494
3001279,441.1997
3001280,113.19248
3001281,3470.7773
3001282,0.19146575
3001283,35.814533
3001284,5.60013
3001285,0.37079525
3001286,4.3062463
3001287,2955.6235
3001288,0.00131825
3001289,398.99506
3001290,6.080201
3001291,1156.3413
3001292,898.1568
3001293,517.3671
3001294,72.4206
3001295,63.928177
3001296,4687.5825
3001297,11.931012
3001298,0.34173548
3001299,14.811532
3001300,13.393547
3001301,0.037824772
3001302,291.74286
3001303,0.5809871
3001304,5.620367
3001305,4.001884
3001306,32.108795
3001307,2.0508902
3001308,276.4765
3001309,295.6694
3001310,3.1409883
3001311,6.521733
3001312,250.40575
3001313,68.697266
3001314,855.4927
3001315,104.54242
3001316,10.373801
3001317,7.342947
3001318,0.6394079
3001319,3.370009
3001320,2783.3276
3001321,0.0023437745
3001322,498.341
3001323,6.0005336
3001324,1094.0154
3001325,648.9437
3001326,301.4849
3001327,193.11592
3001328,61.760513
3001329,3790.8677
3001330,16.051292
3001331,0.7144475
3001332,32.187885
3001333,21.975924
3001334,0.057437763
3001335,273.8308
3001336,2.8933766
3001337,2.1482801
3001338,7.5956364
3001339,50.42249
3001340,2.5375075
3001341,101.96085
3001342,256.09488
3001343,2.2231016
3001344,4.839095
3001345,151.62001
3001346,138.35678
3001347,1100.151
3001348,0.058534328
3001349,5.475946
3001350,4.487763
3001351,0.11063242
3001352,1.4431715
3001353,1424.785
3001354,0.0
3001355,134.29187
3001356,8.168429
3001357,591.1096
3001358,353.12735
3001359,164.20424
3001360,44.800762
3001361,46.319935
3001362,2233.5173
3001363,3.8197184
3001364,1.0492349
3001365,25.677382
3001366,18.101856
3001367,0.107835986
3001368,164.64755
3001369,0.009426279
3001370,0.00821315
3001371,5.9491453
3001372,32.06422
3001373,3.960576
3001374,100.2841
3001375,139.56715
3001376,1.1503663
3001377,5.07842
3001378,129.30835
3001379,42.631306
3001380,392.82678
3001381,6.1207805
3001382,1.1788802
3001383,2.422485
3001384,0.013038322
3001385,1.7915797
3001386,1466.5497
3001387,0.05829946
3001388,293.93985
3001389,9.662675
3001390,552.50714
3001391,497.9992
3001392,129.57368
3001393,49.46847
3001394,62.400955
3001395,2047.6321
3001396,26.172678
3001397,0.38145337
3001398,11.146751
3001399,12.089376
3001400,0.079764746
3001401,133.17068
3001402,11.390946
3001403,2.83588
3001404,3.4737782
3001405,38.412895
3001406,5.33233
3001407,494.39417
3001408,148.73103
3001409,2.7054145
3001410,4.107095
3001411,295.0061
3001412,36.81194
3001413,1638.5496
3001414,0.114771865
3001415,8.143535
3001416,2.5689201
3001417,0.07841399
3001418,5.038222
3001419,3878.1875
3001420,0.053631295
3001421,934.74133
3001422,12.69311
3001423,1193.5098
3001424,1485.617
3001425,300.02274
3001426,249.8927
3001427,155.5891
3001428,4716.467
3001429,34.74993
3001430,0.9448726
3001431,20.753473
3001432,46.194378
3001433,0.06858752
3001434,309.45236
3001435,6.5264163
3001436,42.38207
3001437,7.3996477
3001438,75.470314
3001439,14.621373
3001440,469.47903
3001441,292.47522
3001442,15.129927
3001443,10.57291
3001444,606.4016
3001445,122.397705
3001446,5584.9556
3001447,0.09011745
3001448,25.183985
3001449,1.7535899
3001450,0.013847642
3001451,2.3286252
3001452,2407.718
3001453,0.00091350055
3001454,359.11902
3001455,5.2883997
3001456,447.8837
3001457,673.2644
3001458,126.957954
3001459,84.050316
3001460,78.804474
3001461,1985.553
3001462,13.111251
3001463,0.89826035
3001464,15.558567
3001465,12.459503
3001466,0.045603372
3001467,101.99768
3001468,0.0029474937
3001469,23.819832
3001470,3.563311
3001471,122.5964
3001472,9.073141
3001473,189.7581
3001474,114.869804
3001475,4.925834
3001476,5.841286
3001477,190.8846
3001478,43.494255
3001479,2213.6663
3001480,0.6122358
3001481,3.4430218
3001482,3.7547097
3001483,0.042639084
3001484,0.67350733
3001485,1037.0319
3001486,0.0019304287
3001487,265.95523
3001488,4.950348
3001489,405.2937
3001490,300.98425
3001491,81.93835
3001492,39.150898
3001493,35.191696
3001494,1677.0319
3001495,3.872075
3001496,0.6020663
3001497,11.093241
3001498,7.241296
3001499,0.12599105
3001500,88.115135
3001501,0.10422074
3001502,6.6798058
3001503,0.50528085
3001504,13.31077
3001505,0.18056524
3001506,225.99538
3001507,122.508026
3001508,0.92527235
3001509,1.0294707
3001510,133.31868
3001511,19.725487
3001512,938.4342
3001513,0.5883646
3001514,2.248575
3001515,6.099543
3001516,0.091979176
3001517,3.1395578
3001518,3317.0322
3001519,0.002488426
3001520,766.706
3001521,12.852172
3001522,1009.6802
3001523,1148.3516
3001524,274.70392
3001525,234.17816
3001526,114.85544
3001527,4149.425
3001528,19.800444
3001529,2.3482208
3001530,20.27099
3001531,21.536901
3001532,0.25428462
3001533,234.77551
3001534,5.459713
3001535,38.392387
3001536,7.493513
3001537,76.79709
3001538,5.6737785
3001539,312.56625
3001540,246.45259
3001541,10.197857
3001542,8.383556
3001543,434.00827
3001544,78.105835
3001545,4047.18
3001546,1.4611182
3001547,17.813162
3001548,5.3785844
3001549,0.11654002
3001550,2.8055153
3001551,3187.8396
3001552,0.0
3001553,621.55396
3001554,11.037251
3001555,1089.8213
3001556,952.2713
3001557,349.15955
3001558,240.47751
3001559,61.539894
3001560,4166.5
3001561,11.416655
3001562,0.33301824
3001563,28.803637
3001564,13.191852
3001565,0.7343683
3001566,260.6134
3001567,0.0005622298
3001568,6.617011
3001569,5.4860554
3001570,33.45273
3001571,1.1586089
3001572,227.36548
3001573,337.8394
3001574,3.858018
3001575,4.0726795
3001576,193.92845
3001577,78.48258
3001578,1342.6
3001579,1.6995513
3001580,4.32173
3001581,5.5988007
3001582,0.5085621
3001583,2.7372625
3001584,3001.293
3001585,0.0
3001586,721.592
3001587,10.557401
3001588,975.1744
3001589,874.8277
3001590,280.28918
3001591,190.59897
3001592,63.032784
3001593,3718.757
3001594,14.847563
3001595,0.54268444
3001596,27.063707
3001597,14.930613
3001598,0.07323469
3001599,239.53104
3001600,0.0
3001601,7.6446486
3001602,4.751668
3001603,59.792053
3001604,1.5363324
3001605,135.88783
3001606,233.80592
3001607,5.250713
3001608,4.480117
3001609,191.6832
3001610,68.6969
3001611,1137.296
3001612,1.4357455
3001613,5.8948298
3001614,9.692556
3001615,0.29249036
3001616,16.668127
3001617,8061.9146
3001618,0.0025861266
3001619,1409.9479
3001620,28.724924
3001621,1979.7585
3001622,2287.1184
3001623,383.62637
3001624,541.6279
3001625,316.99823
3001626,8233.678
3001627,77.9644
3001628,3.5474944
3001629,52.57254
3001630,53.723076
3001631,0.19484508
3001632,526.14374
3001633,41.387535
3001634,60.10127
3001635,25.975023
3001636,178.33263
3001637,37.95734
3001638,748.22156
3001639,494.62384
3001640,23.538328
3001641,30.251322
3001642,1065.4257
3001643,298.06805
3001644,10511.304
3001645,1.8684847
3001646,99.86489
3001647,4.263802
3001648,0.10141925
3001649,1.0853035
3001650,1429.2698
3001651,0.0
3001652,147.48296
3001653,3.8527412
3001654,460.8374
3001655,294.97223
3001656,118.00815
3001657,112.14899
3001658,35.8425
3001659,1951.1729
3001660,4.4618053
3001661,0.16641411
3001662,13.388085
3001663,7.6694803
3001664,0.0666054
3001665,103.98687
3001666,0.49966353
3001667,0.0
3001668,2.6028602
3001669,32.460983
3001670,0.8533679
3001671,51.777336
3001672,91.12134
3001673,2.1197228
3001674,3.152648
3001675,82.12522
3001676,19.874882
3001677,505.81332
3001678,0.017520264
3001679,4.058713
3001680,7.1004114
3001681,0.12925924
3001682,1.5543511
3001683,2714.3816
3001684,0.00700694
3001685,499.4084
3001686,10.854737
3001687,1096.0306
3001688,804.7676
3001689,215.45491
3001690,239.12283
3001691,64.324684
3001692,3972.915
3001693,11.081852
3001694,0.43973854
3001695,17.823643
3001696,14.924313
3001697,0.16597287
3001698,243.37268
3001699,1.0484283
3001700,7.852668
3001701,11.079568
3001702,12.66487
3001703,1.5914261
3001704,287.6221
3001705,228.70815
3001706,3.1856322
3001707,4.91154
3001708,103.68973
3001709,60.470943
3001710,1082.9945
3001711,1.442311
3001712,5.0816274
3001713,1.1249762
3001714,0.041023854
3001715,0.48871318
3001716,1125.8922
3001717,0.0
3001718,110.335724
3001719,3.1511292
3001720,496.97568
3001721,222.02158
3001722,106.51039
3001723,149.89531
3001724,18.502022
3001725,1970.6932
3001726,1.9921646
3001727,0.25901142
3001728,8.737736
3001729,3.6881127
3001730,0.050098132
3001731,81.15616
3001732,0.012845965
3001733,0.0
3001734,1.2593153
3001735,6.936069
3001736,0.3145559
3001737,58.753407
3001738,93.35316
3001739,0.48866203
3001740,1.0616019
3001741,51.28685
3001742,10.430029
3001743,187.7064
3001744,0.03697604
3001745,1.6083078
3001746,6.741582
3001747,0.19337232
3001748,1.8225105
3001749,1962.7554
3001750,0.0
3001751,233.7363
3001752,7.5462456
3001753,954.9733
3001754,532.8949
3001755,198.1199
3001756,124.95601
3001757,43.703995
3001758,2942.2014
3001759,2.907715
3001760,0.16753627
3001761,23.456373
3001762,16.451332
3001763,0.044590868
3001764,193.361
3001765,0.006727575
3001766,0.025994599
3001767,11.625384
3001768,25.757963
3001769,1.6956141
3001770,248.67253
3001771,197.08708
3001772,1.9258196
3001773,3.602158
3001774,220.17145
3001775,35.225616
3001776,1170.1055
3001777,0.036260482
3001778,0.4706978
3001779,2.497034
3001780,0.34124172
3001781,2.0230298
3001782,2709.1711
3001783,0.0058439593
3001784,635.7087
3001785,17.450092
3001786,800.08075
3001787,716.90063
3001788,231.22112
3001789,118.07195
3001790,72.500046
3001791,3563.6924
3001792,5.689926
3001793,2.8101182
3001794,27.536327
3001795,40.429256
3001796,0.30594096
3001797,213.4078
3001798,1.4789743
3001799,4.4265103
3001800,3.8808074
3001801,29.038164
3001802,2.42945
3001803,179.98616
3001804,286.5199
3001805,2.8599966
3001806,5.591133
3001807,135.32788
3001808,37.486393
3001809,724.908
3001810,3.1085253
3001811,1.4099429
3001812,3.6474748
3001813,0.099273846
3001814,0.34526896
3001815,1626.4656
3001816,0.0
3001817,88.621216
3001818,1.7627213
3001819,524.1672
3001820,213.19955
3001821,79.07656
3001822,109.93171
3001823,24.910713
3001824,1909.7792
3001825,3.484311
3001826,0.16709259
3001827,9.555754
3001828,6.0018606
3001829,0.10570986
3001830,94.53686
3001831,0.013787697
3001832,0.037500862
3001833,0.44209036
3001834,12.063643
3001835,0.8868234
3001836,166.94191
3001837,80.70056
3001838,1.6209598
3001839,0.8989409
3001840,36.243935
3001841,18.161243
3001842,326.2573
3001843,0.06780044
3001844,0.24107307
3001845,4.5780025
3001846,0.06160708
3001847,1.0437205
3001848,3090.245
3001849,0.0020705408
3001850,541.60724
3001851,7.381076
3001852,1035.8396
3001853,765.55084
3001854,218.11568
3001855,138.13715
3001856,71.28997
3001857,3977.0596
3001858,7.256299
3001859,0.24506217
3001860,18.034159
3001861,10.71083
3001862,0.079730764
3001863,204.77654
3001864,0.019349441
3001865,25.2526
3001866,5.1061573
3001867,43.135853
3001868,2.1779358
3001869,243.6357
3001870,218.85876
3001871,3.0966287
3001872,3.6305218
3001873,118.017914
3001874,54.6933
3001875,1090.1396
3001876,1.1876934
3001877,0.97055984
3001878,3.568112
3001879,0.020541906
3001880,5.133791
3001881,2759.79
3001882,0.0005127313
3001883,600.57166
3001884,9.841981
3001885,1006.20856
3001886,1003.61554
3001887,162.96832
3001888,130.7618
3001889,128.0788
3001890,3877.3108
3001891,44.879955
3001892,1.3467374
3001893,24.567251
3001894,27.124023
3001895,0.1023676
3001896,273.45154
3001897,19.412878
3001898,29.621471
3001899,3.7815442
3001900,97.83092
3001901,11.728105
3001902,237.48766
3001903,253.78415
3001904,11.042657
3001905,16.446823
3001906,267.58316
3001907,89.34205
3001908,4297.237
3001909,0.14193472
3001910,16.95297
3001911,5.5014324
3001912,0.036153756
3001913,7.4409714
3001914,2403.7703
3001915,8.499983e-05
3001916,474.49857
3001917,11.8465805
3001918,922.07117
3001919,936.13275
3001920,138.7582
3001921,85.35317
3001922,117.87339
3001923,3780.911
3001924,29.31494
3001925,0.49691647
3001926,29.45835
3001927,39.48615
3001928,0.04897216
3001929,275.68668
3001930,22.593138
3001931,22.136965
3001932,6.3519936
3001933,65.88395
3001934,12.825002
3001935,160.90727
3001936,319.57425
3001937,9.3031645
3001938,8.351404
3001939,132.79042
3001940,90.38823
3001941,3132.2576
3001942,0.4430482
3001943,15.416786
3001944,7.6164827
3001945,0.20521708
3001946,3.295597
3001947,3059.1272
3001948,0.00065324176
3001949,730.9399
3001950,5.5547595
3001951,1158.9856
3001952,675.673
3001953,190.12155
3001954,266.32794
3001955,57.828136
3001956,4547.7876
3001957,29.128513
3001958,0.90638065
3001959,17.498533
3001960,19.823467
3001961,0.14404732
3001962,270.94125
3001963,4.0850396
3001964,13.745947
3001965,7.3697205
3001966,43.007084
3001967,3.7981133
3001968,133.55766
3001969,260.90372
3001970,4.8960385
3001971,8.238124
3001972,188.81499
3001973,59.14962
3001974,1579.6917
3001975,6.7576547
3001976,12.747868
3001977,3.5545015
3001978,0.015624269
3001979,4.224969
3001980,2661.1172
3001981,0.007211757
3001982,473.87408
3001983,7.4130783
3001984,828.4986
3001985,922.3045
3001986,191.90346
3001987,144.24017
3001988,100.04734
3001989,3534.869
3001990,21.725096
3001991,1.3090477
3001992,13.677224
3001993,11.412138
3001994,0.07362318
3001995,219.7062
3001996,17.62806
3001997,22.673899
3001998,2.3669765
3001999,56.899414
3002000,10.28973
3002001,344.95236
3002002,234.54066
3002003,7.344824
3002004,7.524617
3002005,389.75677
3002006,64.10824
3002007,3471.6846
3002008,0.15376818
3002009,26.573948
3002010,2.4469826
3002011,0.14063825
3002012,1.9081793
3002013,3981.2158
3002014,0.0
3002015,413.56323
3002016,9.315043
3002017,1666.0834
3002018,702.1757
3002019,301.62802
3002020,167.33508
3002021,56.771893
3002022,5508.947
3002023,9.369281
3002024,1.1573682
3002025,21.374825
3002026,26.284832
3002027,0.086171366
3002028,355.46906
3002029,0.0045229853
3002030,0.05511772
3002031,9.003487
3002032,29.345253
3002033,2.989766
3002034,133.93199
3002035,302.13437
3002036,2.836613
3002037,9.003329
3002038,143.61615
3002039,56.998833
3002040,1114.8143
3002041,0.048244763
3002042,5.8512373
3002043,5.871906
3002044,0.10533897
3002045,5.4485245
3002046,2187.514
3002047,0.003740075
3002048,524.2193
3002049,10.387032
3002050,1021.7947
3002051,780.8091
3002052,212.83911
3002053,129.5427
3002054,133.59937
3002055,3578.6033
3002056,29.47191
3002057,0.54301
3002058,24.588106
3002059,29.082878
3002060,0.07247014
3002061,250.73755
3002062,13.277412
3002063,21.373955
3002064,7.602956
3002065,48.415375
3002066,13.305639
3002067,182.53917
3002068,273.38245
3002069,11.371903
3002070,7.932291
3002071,181.52327
3002072,63.56991
3002073,2766.8103
3002074,0.08999179
3002075,7.3361015
3002076,4.32538
3002077,0.037207417
3002078,3.9959092
3002079,2571.0193
3002080,0.0063782227
3002081,590.13916
3002082,10.330566
3002083,898.2331
3002084,935.7646
3002085,165.82434
3002086,130.60745
3002087,119.27142
3002088,3334.2336
3002089,30.756933
3002090,0.92122257
3002091,19.793943
3002092,21.347357
3002093,0.1310207
3002094,229.65315
3002095,13.508125
3002096,38.2774
3002097,6.073758
3002098,58.777573
3002099,8.3147335
3002100,227.77834
3002101,235.08174
3002102,8.225367
3002103,9.1651325
3002104,256.0049
3002105,68.83083
3002106,3362.207
3002107,0.18014134
3002108,16.759947
3002109,6.0180316
3002110,0.015085097
3002111,3.1616483
3002112,3972.9758
3002113,0.0
3002114,557.9981
3002115,10.491561
3002116,1140.5182
3002117,665.8966
3002118,262.142
3002119,133.99016
3002120,41.595894
3002121,4190.8423
3002122,8.628765
3002123,0.15914148
3002124,12.446821
3002125,15.284412
3002126,0.04925256
3002127,207.13448
3002128,0.0026527005
3002129,6.964507
3002130,0.30404222
3002131,48.750492
3002132,2.266023
3002133,163.84431
3002134,237.62006
3002135,2.7270977
3002136,1.8905101
3002137,163.95297
3002138,103.343155
3002139,1041.6493
3002140,2.5280857
3002141,0.24274379
3002142,13.68037
3002143,0.014847225
3002144,13.303432
3002145,9584.592
3002146,0.0044999933
3002147,1637.2429
3002148,26.89582
3002149,2293.4094
3002150,2684.8767
3002151,570.87683
3002152,611.84485
3002153,414.34955
3002154,10312.678
3002155,85.18459
3002156,5.567815
3002157,103.79411
3002158,119.3964
3002159,0.015696129
3002160,623.82245
3002161,23.731386
3002162,27.56284
3002163,31.693378
3002164,238.1876
3002165,29.74865
3002166,817.6775
3002167,546.2793
3002168,35.2503
3002169,38.360363
3002170,1152.7146
3002171,386.69516
3002172,12372.604
3002173,520.135
3002174,103.430664
3002175,13.248083
3002176,0.0069166105
3002177,11.456464
3002178,8623.733
3002179,0.0047838907
3002180,1381.3387
3002181,27.24427
3002182,2433.9949
3002183,2271.6797
3002184,552.94806
3002185,386.83347
3002186,302.79218
3002187,10415.648
3002188,81.45246
3002189,1.5841768
3002190,62.24889
3002191,92.48681
3002192,1.2101936
3002193,614.54333
3002194,19.725626
3002195,37.49425
3002196,6.878586
3002197,157.38234
3002198,27.403654
3002199,1048.2057
3002200,721.1401
3002201,23.105442
3002202,25.48172
3002203,1200.9867
3002204,280.14572
3002205,8282.18
3002206,474.86874
3002207,89.408844
3002208,11.369022
3002209,0.017162256
3002210,15.238098
3002211,5199.668
3002212,0.0078228535
3002213,892.45624
3002214,16.40652
3002215,1897.8317
3002216,1401.1404
3002217,711.4735
3002218,133.70544
3002219,196.28923
3002220,8598.314
3002221,40.330246
3002222,2.5293555
3002223,30.405293
3002224,23.519667
3002225,0.6992326
3002226,586.4973
3002227,25.782528
3002228,25.319721
